Customer_ID,Age,Gender,City,Employment_Type,Annual_Income,Loan_Amount,Loan_Purpose,Credit_Score,Loan_Tenure_Years,EMI_Amount,Payment_History,Loan_Status
CUST01779,49,Female,Mumbai,Business Owner,1483440,2960086,Home Loan,772,19,12982.83,Missed,Defaulted
CUST00490,57,Male,Delhi,Business Owner,1491210,1701348,Car Loan,437,19,7462.05,Missed,Defaulted
CUST00155,51,Male,Kolkata,Self-Employed,1892128,1908997,Personal Loan,820,3,53027.69,Missed,Defaulted
CUST00962,61,Female,Chennai,Business Owner,988443,283979,Personal Loan,653,16,1479.06,Excellent,Approved
CUST00854,43,Male,Lucknow,Business Owner,949971,3935850,Car Loan,813,13,25229.81,Delayed,Rejected
CUST01312,40,Male,Kolkata,Salaried,1806734,2817257,Car Loan,670,8,29346.43,Delayed,Approved
CUST00626,37,Female,Ahmedabad,Freelancer,643945,161362,Education Loan,671,16,840.43,Missed,Defaulted
CUST00686,58,Female,Jaipur,Business Owner,2196170,106635,Business Loan,737,16,555.39,Excellent,Rejected
CUST01593,55,Female,Kolkata,Business Owner,1861655,4503325,Personal Loan,465,4,93819.27,Missed,Defaulted
CUST00570,29,Female,Hyderabad,Self-Employed,451924,4867911,Home Loan,465,15,27043.95,Good,Defaulted
CUST01949,55,Female,Jaipur,Salaried,1416593,1097146,Personal Loan,848,9,10158.76,Excellent,Approved
CUST00018,23,Male,Hyderabad,Business Owner,948013,234514,Car Loan,,10,1954.28,Missed,Defaulted
CUST00128,36,Female,Jaipur,Freelancer,2422134,4788202,Home Loan,661,19,21000.89,Missed,Defaulted
CUST01347,39,Female,Bangalore,Freelancer,2316142,2123946,Business Loan,855,3,58998.5,Delayed,Approved
CUST01280,64,Female,Hyderabad,Freelancer,1662099,2794686,Personal Loan,465,1,232890.5,Missed,Defaulted
CUST01132,22,Female,Ahmedabad,Self-Employed,387771,1237018,Education Loan,325,9,11453.87,Delayed,Defaulted
CUST00928,52,Male,Ahmedabad,Business Owner,1397162,4174390,Personal Loan,440,9,38651.76,Delayed,Defaulted
CUST00981,28,Male,Delhi,Salaried,1451775,3290641,Personal Loan,851,16,17138.76,Excellent,Approved
CUST01211,35,Female,Kolkata,Freelancer,867540,1565554,Personal Loan,521,14,9318.77,Delayed,Rejected
CUST00191,53,Female,Bangalore,Freelancer,1123160,691593,Home Loan,400,5,11526.55,Delayed,Defaulted
CUST01140,40,Male,Pune,Business Owner,2445846,623881,Education Loan,631,2,25995.04,Delayed,Rejected
CUST00993,54,Female,Kolkata,Salaried,2172424,1670179,Home Loan,371,18,7732.31,Good,Defaulted
CUST01996,36,Female,Delhi,Self-Employed,2153341,2700503,Home Loan,881,8,28130.24,Good,Approved
CUST01690,49,Female,Ahmedabad,Business Owner,2185313,1533702,Personal Loan,508,18,7100.47,Missed,Defaulted
CUST00607,32,Female,Chennai,Freelancer,997232,4616156,Personal Loan,864,4,96169.92,Missed,Defaulted
CUST00181,60,Female,Chennai,Business Owner,493894,3201478,Home Loan,520,3,88929.94,Missed,Defaulted
CUST00302,49,Male,Hyderabad,Salaried,752959,2417893,Business Loan,,15,13432.74,Delayed,Defaulted
CUST00497,45,Female,Bangalore,Self-Employed,2425198,191449,Personal Loan,835,4,3988.52,Good,Approved
CUST01730,41,Male,Delhi,Business Owner,333498,1110538,Personal Loan,872,15,6169.66,Good,Approved
CUST01744,39,Male,Ahmedabad,Self-Employed,1614718,4494910,Personal Loan,829,5,74915.17,Good,Approved
CUST01695,53,Male,Kolkata,Self-Employed,2309512,3354860,Home Loan,628,16,17473.23,Missed,Defaulted
CUST01670,39,Male,Delhi,Self-Employed,850443,2446629,Personal Loan,893,19,10730.83,Delayed,Rejected
CUST00518,43,Male,Pune,Freelancer,1536921,2259821,Home Loan,479,9,20924.27,Good,Defaulted
CUST00632,29,Female,Pune,Self-Employed,1474634,2412854,Personal Loan,320,5,40214.23,Delayed,Defaulted
CUST01070,42,Male,Kolkata,Self-Employed,1431619,3738173,Personal Loan,363,10,31151.44,Excellent,Defaulted
CUST00477,38,Female,Kolkata,Business Owner,643031,2764766,Education Loan,715,6,38399.53,Delayed,Rejected
CUST00158,46,Male,Chennai,Salaried,2065690,1479290,Home Loan,611,11,11206.74,Good,Approved
CUST01244,48,Female,Bangalore,Business Owner,1830369,3909949,Car Loan,741,13,25063.78,Missed,Defaulted
CUST01196,58,Female,Ahmedabad,Freelancer,2388370,137593,Business Loan,745,11,1042.37,Delayed,Approved
CUST00017,43,Female,Chennai,Self-Employed,905475,1725502,Personal Loan,777,18,7988.44,Good,Approved
CUST01536,23,Male,Kolkata,Salaried,1620858,2919530,Car Loan,644,19,12804.96,Delayed,Approved
CUST01073,31,Female,Jaipur,Self-Employed,2117043,2030407,Business Loan,842,15,11280.04,Excellent,Approved
CUST01469,63,Female,Mumbai,Salaried,828889,1621480,Car Loan,435,2,67561.67,Excellent,Defaulted
CUST00547,56,Female,Bangalore,Freelancer,1344620,3433973,Business Loan,822,5,57232.88,Missed,Defaulted
CUST01540,62,Male,Lucknow,Freelancer,1613562,1173270,Car Loan,714,19,5145.92,Good,Rejected
CUST00659,26,Male,Mumbai,Freelancer,479215,2100053,Home Loan,309,14,12500.32,Delayed,Defaulted
CUST01657,30,Male,Pune,Freelancer,2386268,2193184,Home Loan,742,19,9619.23,Good,Rejected
CUST01020,57,Male,Hyderabad,Self-Employed,,1285382,Home Loan,862,1,107115.17,Missed,Defaulted
CUST01756,27,Male,Mumbai,Business Owner,,3333737,Business Loan,738,17,16341.85,Excellent,Defaulted
CUST01505,61,Female,Delhi,Freelancer,,3914860,Car Loan,659,14,23302.74,Excellent,Approved
CUST00960,29,Male,Chennai,Self-Employed,1551099,1133329,Personal Loan,749,4,23611.02,Good,Approved
CUST01922,40,Male,Kolkata,Business Owner,1115480,763806,Car Loan,405,19,3350.03,Good,Defaulted
CUST00284,29,Female,Bangalore,Self-Employed,425019,4353677,Home Loan,821,4,90701.6,,Defaulted
CUST00798,22,Female,Bangalore,Self-Employed,622381,577409,Business Loan,837,3,16039.14,Excellent,Approved
CUST01658,59,Female,Chennai,Freelancer,451671,554910,Personal Loan,614,2,23121.25,Good,Rejected
CUST00226,62,Male,Ahmedabad,Freelancer,1733854,1929262,Education Loan,,13,12367.06,Excellent,Approved
CUST00027,46,Male,Mumbai,Freelancer,286365,2139934,Education Loan,385,10,17832.78,Delayed,Defaulted
CUST01808,35,Female,Pune,Salaried,2310413,98639,Home Loan,502,18,456.66,Excellent,Rejected
CUST00438,26,Female,Bangalore,Freelancer,1267609,3581674,Education Loan,458,13,22959.45,Good,Defaulted
CUST01989,50,Male,Mumbai,Freelancer,758981,4639764,Business Loan,535,19,20349.84,Delayed,Defaulted
CUST01389,60,Male,Hyderabad,Self-Employed,496208,193704,Education Loan,549,11,1467.45,Delayed,Rejected
CUST00230,39,Female,Kolkata,Self-Employed,1450632,2749134,Education Loan,859,16,14318.41,Missed,Defaulted
CUST00038,60,Male,Ahmedabad,Self-Employed,832259,4772340,Car Loan,419,1,397695,Good,Defaulted
CUST00750,27,Female,Mumbai,Freelancer,1221469,4683662,Personal Loan,898,16,24394.07,Missed,Defaulted
CUST01046,25,Male,Hyderabad,Salaried,594423,1084104,Home Loan,751,17,5314.24,Excellent,Approved
CUST01399,22,Female,Mumbai,Business Owner,1088403,1336188,Home Loan,820,18,6186.06,Missed,Defaulted
CUST00470,50,Female,Ahmedabad,Freelancer,686275,3791104,Personal Loan,613,1,315925.33,Excellent,Rejected
CUST01727,29,Male,Chennai,Business Owner,1561236,2251279,Education Loan,528,1,187606.58,Good,Rejected
CUST00448,37,Female,Bangalore,Self-Employed,616978,4482787,Home Loan,650,7,53366.51,Good,Defaulted
CUST00688,31,Female,Mumbai,Salaried,,2393136,Car Loan,389,17,11731.06,Missed,Defaulted
CUST01882,64,Male,Chennai,Salaried,693814,2811856,Personal Loan,623,16,14645.08,Excellent,Rejected
CUST00640,62,Female,Hyderabad,Self-Employed,614600,2383647,Personal Loan,422,19,10454.59,Excellent,Defaulted
CUST01747,33,Female,Bangalore,Business Owner,1482116,736290,Education Loan,438,5,12271.5,Good,Defaulted
CUST01219,64,Male,Lucknow,Salaried,1883886,1848594,Home Loan,320,4,38512.38,Good,Defaulted
CUST01159,55,Female,Kolkata,Business Owner,1798099,476888,Home Loan,471,11,3612.79,Delayed,Defaulted
CUST01416,58,Male,Kolkata,Salaried,1857153,3948888,Education Loan,446,10,32907.4,Missed,Defaulted
CUST01528,39,Female,Lucknow,Freelancer,417583,1059260,Business Loan,531,19,4645.88,Missed,Defaulted
CUST01822,38,Male,Mumbai,Business Owner,852416,160957,Business Loan,689,16,838.32,Missed,Defaulted
CUST01301,51,Male,Ahmedabad,Self-Employed,876296,1466693,Business Loan,510,9,13580.49,Missed,Defaulted
CUST01861,36,Female,Lucknow,Self-Employed,363187,188925,Business Loan,356,16,983.98,Good,Defaulted
CUST00801,36,Female,Kolkata,Freelancer,905860,337635,Personal Loan,,3,9378.75,Delayed,Approved
CUST01604,32,Male,Mumbai,Business Owner,497675,4333664,Education Loan,523,17,21243.45,Excellent,Defaulted
CUST00161,22,Male,Delhi,Freelancer,2335219,1449769,Personal Loan,781,12,10067.84,Good,Approved
CUST00957,46,Female,Pune,Business Owner,1726318,4654229,Education Loan,497,1,387852.42,Missed,Defaulted
CUST01187,41,Male,Bangalore,Self-Employed,280811,471773,Car Loan,,14,2808.17,Missed,Defaulted
CUST00822,49,Female,Bangalore,Business Owner,1750184,4491971,Car Loan,408,9,41592.32,Excellent,Defaulted
CUST01786,57,Female,Ahmedabad,Salaried,1247380,347542,Car Loan,857,9,3217.98,Missed,Defaulted
CUST00878,36,Male,Lucknow,Salaried,1851143,3552415,Home Loan,873,5,59206.92,Good,Approved
CUST00914,61,Male,Mumbai,Freelancer,361445,2485919,Car Loan,588,19,10903.15,Excellent,Defaulted
CUST00153,49,Female,Delhi,Self-Employed,318413,2263697,Education Loan,555,10,18864.14,Delayed,Defaulted
CUST01875,26,Male,Lucknow,Salaried,1599757,4200579,Education Loan,766,12,29170.69,Good,Approved
CUST01814,62,Male,Chennai,Salaried,1873200,4426751,Car Loan,515,15,24593.06,Good,Rejected
CUST00510,44,Female,Jaipur,,1726322,1643786,Personal Loan,760,8,17122.77,Good,Approved
CUST01136,24,Female,Chennai,Self-Employed,2474316,1194337,Business Loan,312,10,9952.81,,Defaulted
CUST01251,28,Male,Chennai,Self-Employed,2093291,1212180,Personal Loan,587,3,33671.67,Good,Rejected
CUST01698,54,Male,Hyderabad,Salaried,1770234,711440,Home Loan,746,3,19762.22,Excellent,Approved
CUST00104,33,Male,Jaipur,Business Owner,603322,1620889,Car Loan,549,18,7504.12,Missed,Defaulted
CUST01446,38,Male,Chennai,Business Owner,1928665,4785524,Business Loan,809,5,79758.73,Good,Approved
CUST01444,56,Male,Mumbai,Business Owner,906673,1111516,Personal Loan,799,4,23156.58,Delayed,Approved
CUST01775,45,Female,Kolkata,Business Owner,282409,2472952,Business Loan,712,9,22897.7,Missed,Defaulted
CUST00587,24,Female,Lucknow,Business Owner,245232,441180,Personal Loan,381,11,3342.27,Missed,Defaulted
CUST01806,44,Male,Lucknow,Freelancer,493851,1237030,Education Loan,356,8,12885.73,Delayed,Defaulted
CUST01144,49,Male,Lucknow,Business Owner,2063462,3351394,Personal Loan,,18,15515.71,Excellent,Approved
CUST00054,61,Female,Hyderabad,Self-Employed,2007992,3298204,Business Loan,356,17,16167.67,Good,Defaulted
CUST00152,49,Male,Kolkata,Self-Employed,734003,3298140,Education Loan,656,9,30538.33,Excellent,Rejected
CUST00404,55,Male,Jaipur,Self-Employed,1928794,3516689,Education Loan,678,17,17238.67,Excellent,Approved
CUST01983,42,Male,Chennai,Salaried,1106450,1746609,Business Loan,,1,145550.75,Excellent,Approved
CUST00208,43,Female,Bangalore,Business Owner,207967,3888187,Personal Loan,812,13,24924.28,Delayed,Defaulted
CUST01935,46,Female,Jaipur,Salaried,2269441,399317,Home Loan,467,7,4753.77,Good,Defaulted
CUST01683,62,Male,Delhi,Business Owner,1360117,4047936,Personal Loan,428,7,48189.71,Missed,Defaulted
CUST01123,40,Male,Ahmedabad,Freelancer,2014188,2357600,Education Loan,357,14,14033.33,Excellent,Defaulted
CUST01787,23,Male,Bangalore,Freelancer,1087553,2576297,Business Loan,412,7,30670.2,Delayed,Defaulted
CUST00009,44,Female,Mumbai,Salaried,1566808,2986537,Personal Loan,307,16,15554.88,Delayed,Defaulted
CUST01015,33,Male,Kolkata,Self-Employed,2454103,456547,Personal Loan,449,5,7609.12,Excellent,Defaulted
CUST01834,52,Male,Mumbai,Salaried,1166020,466561,Education Loan,615,9,4320.01,Excellent,Approved
CUST01061,22,Female,Hyderabad,Self-Employed,,2449771,Personal Loan,438,7,29163.94,Delayed,Defaulted
CUST00453,53,Female,Chennai,Self-Employed,742601,4358080,Personal Loan,679,10,36317.33,Excellent,Rejected
CUST01676,54,Female,Lucknow,Salaried,1598949,1679618,Personal Loan,561,11,12724.38,Missed,Defaulted
CUST00254,37,Female,Hyderabad,Business Owner,2490870,1753820,Home Loan,450,18,8119.54,Good,Defaulted
CUST01328,62,Female,Mumbai,Business Owner,2410840,3750357,Home Loan,779,8,39066.22,Good,Approved
CUST00897,47,Female,Pune,Salaried,637625,2623697,Business Loan,554,3,72880.47,Excellent,Rejected
CUST01770,28,Male,Kolkata,Freelancer,2036022,1732978,Business Loan,527,7,20630.69,Good,Rejected
CUST00881,59,Female,Jaipur,Business Owner,1749420,4882577,Education Loan,761,6,67813.57,Good,Approved
CUST01596,38,Male,Bangalore,Freelancer,2484408,4702124,Business Loan,743,19,20623.35,Missed,Defaulted
CUST01929,49,Male,Bangalore,Freelancer,1537768,403791,Home Loan,409,5,6729.85,Delayed,Defaulted
CUST00624,31,Male,Pune,Business Owner,374023,4904977,Business Loan,363,9,45416.45,Excellent,Defaulted
CUST00346,60,Male,Bangalore,Freelancer,2479203,3529000,Business Loan,670,11,26734.85,Excellent,Rejected
CUST01737,43,Female,Delhi,Business Owner,243764,2758685,Personal Loan,625,3,76630.14,Delayed,Defaulted
CUST00263,59,Female,Jaipur,Business Owner,1238199,287068,Education Loan,701,6,3987.06,Excellent,Approved
CUST01635,48,Male,Pune,Freelancer,2444747,4612051,Car Loan,630,10,38433.76,Missed,Defaulted
CUST01322,46,Male,Lucknow,Self-Employed,1959771,283462,Business Loan,366,18,1312.32,Delayed,Defaulted
CUST01439,44,Male,Chennai,Freelancer,2088529,1476548,Car Loan,403,7,17577.95,Missed,Defaulted
CUST00151,27,Male,Hyderabad,Freelancer,210699,1811369,Education Loan,599,1,150947.42,Missed,Defaulted
CUST00473,52,Female,Ahmedabad,Salaried,1494929,2415885,Car Loan,855,14,14380.27,Missed,Defaulted
CUST00641,57,Male,Pune,Freelancer,2187118,3773234,Personal Loan,746,11,28585.11,Excellent,Approved
CUST01927,62,Female,Lucknow,Self-Employed,626488,3407963,Business Loan,692,8,35499.61,Excellent,Rejected
CUST01923,52,Male,Lucknow,Self-Employed,242056,4243616,Education Loan,429,9,39292.74,Missed,Defaulted
CUST00551,32,Female,Jaipur,Freelancer,2216106,4364896,Business Loan,461,15,24249.42,Good,Defaulted
CUST01817,46,Male,Kolkata,Salaried,873812,430069,Car Loan,454,1,35839.08,Delayed,Defaulted
CUST00929,26,Male,Mumbai,Self-Employed,1246161,2706222,Car Loan,599,10,22551.85,Missed,Defaulted
CUST00489,50,Female,Lucknow,Freelancer,1538106,2018067,Car Loan,303,12,14014.35,Good,Defaulted
CUST01850,64,Male,Delhi,Self-Employed,985833,286538,Education Loan,552,4,5969.54,Missed,Defaulted
CUST01172,39,Male,Bangalore,Freelancer,368785,1780283,Education Loan,604,18,8242.05,Delayed,Rejected
CUST00147,43,Female,Lucknow,Business Owner,1304849,293877,Personal Loan,554,6,4081.62,Missed,Defaulted
CUST01739,24,Female,Hyderabad,Salaried,1118638,1873327,Business Loan,872,18,8672.81,Missed,Defaulted
CUST01969,46,Male,Lucknow,Self-Employed,1575645,2101723,Car Loan,888,4,43785.9,Good,Approved
CUST00403,22,Female,Lucknow,,517875,2432962,Personal Loan,346,1,202746.83,Good,Defaulted
CUST00955,46,Male,Kolkata,Self-Employed,1007744,3440664,Home Loan,707,19,15090.63,Missed,Defaulted
CUST01918,46,Male,Mumbai,Business Owner,2333620,919953,Education Loan,670,6,12777.12,Excellent,Rejected
CUST00660,54,Male,Kolkata,Self-Employed,473349,809401,Business Loan,413,10,6745.01,Excellent,Defaulted
CUST01373,34,Female,Delhi,Salaried,2325480,2545990,Home Loan,592,1,212165.83,Good,Rejected
CUST00464,24,Female,Delhi,Freelancer,1132883,2648133,Business Loan,551,3,73559.25,Excellent,Rejected
CUST01350,60,Male,Pune,Business Owner,1239955,1311368,Education Loan,679,11,9934.61,Good,Approved
CUST00187,23,Male,Hyderabad,Salaried,1452557,3623258,Personal Loan,303,14,21567.01,Good,Defaulted
CUST01148,29,Female,Pune,Freelancer,2199284,1726644,Home Loan,403,16,8992.94,Delayed,Defaulted
CUST01225,58,Male,Hyderabad,Self-Employed,2450229,2927448,Personal Loan,365,19,12839.68,Missed,Defaulted
CUST00609,57,Female,Pune,Freelancer,480852,229001,Business Loan,849,7,2726.2,,Approved
CUST00144,34,Female,Bangalore,Salaried,2133460,1185371,Car Loan,760,9,10975.66,Excellent,Approved
CUST00752,34,Female,Ahmedabad,Freelancer,2012336,3911460,Business Loan,503,15,21730.33,Excellent,Rejected
CUST01535,60,Male,Hyderabad,Freelancer,1004807,1358166,Car Loan,591,12,9431.71,Good,Rejected
CUST00982,29,Female,Delhi,Self-Employed,576794,2765548,Home Loan,325,18,12803.46,Delayed,Defaulted
CUST00198,27,Male,Delhi,Freelancer,1168616,2637551,Personal Loan,404,4,54948.98,Missed,Defaulted
CUST01634,37,Female,Chennai,Business Owner,2001498,50215,Business Loan,461,10,418.46,Excellent,Defaulted
CUST00884,32,Female,Chennai,Self-Employed,1720982,95256,Home Loan,456,4,1984.5,Delayed,Defaulted
CUST00280,54,Female,Jaipur,Self-Employed,1259325,3764755,Car Loan,596,1,313729.58,Delayed,Rejected
CUST00294,59,Male,Bangalore,Salaried,2300343,561162,Car Loan,348,1,46763.5,Delayed,Defaulted
CUST01862,27,Female,Lucknow,Salaried,655150,2683819,Business Loan,861,15,14910.11,Excellent,Rejected
CUST00401,33,Male,Kolkata,Freelancer,2441281,3516032,Personal Loan,408,9,32555.85,Missed,Defaulted
CUST00123,35,Female,Lucknow,Business Owner,1904597,2105845,Business Loan,758,11,15953.37,Missed,Defaulted
CUST01208,53,Female,Ahmedabad,Salaried,2162889,505433,Education Loan,699,19,2216.81,Good,Rejected
CUST00203,59,Male,Lucknow,Self-Employed,1265923,4039284,Home Loan,506,12,28050.58,Missed,Defaulted
CUST01463,50,Female,Pune,Business Owner,1357522,4261422,Business Loan,577,13,27316.81,Missed,Defaulted
CUST00836,24,Male,Hyderabad,Self-Employed,1936263,140417,Personal Loan,683,6,1950.24,Missed,Defaulted
CUST00247,26,Female,Pune,Self-Employed,488859,2625606,Car Loan,610,17,12870.62,Excellent,Rejected
CUST01440,30,Female,Mumbai,Salaried,1294316,4041818,Education Loan,779,11,30619.83,Missed,Defaulted
CUST01734,37,Male,Bangalore,Freelancer,204138,4264086,Business Loan,662,5,71068.1,Delayed,Defaulted
CUST01790,57,Male,Pune,Salaried,1312186,4112834,Business Loan,588,7,48962.31,Delayed,Rejected
CUST01942,25,Female,Pune,Self-Employed,1693551,4591490,Home Loan,466,19,20138.11,Excellent,Defaulted
CUST01708,23,Male,Delhi,Business Owner,1089493,1788614,Education Loan,695,2,74525.58,,Approved
CUST01921,22,Female,Jaipur,Self-Employed,1671867,2366374,Education Loan,552,4,49299.46,Good,Rejected
CUST01154,58,Female,Pune,Self-Employed,478710,4694068,Car Loan,315,17,23010.14,Missed,Defaulted
CUST01662,29,Female,Chennai,Business Owner,295556,3067465,Personal Loan,678,15,17041.47,Excellent,Defaulted
CUST01427,29,Male,Jaipur,Salaried,1813559,3992033,Education Loan,678,19,17508.92,Good,Approved
CUST00385,51,Female,Kolkata,Freelancer,506094,3680400,Education Loan,509,14,21907.14,Excellent,Defaulted
CUST01795,24,Male,Ahmedabad,Salaried,,3021679,Home Loan,451,12,20983.88,Missed,Defaulted
CUST01760,58,Male,Pune,,1569391,2578474,Home Loan,813,12,17906.07,Missed,Defaulted
CUST00855,42,Male,Delhi,Self-Employed,465972,2162368,Home Loan,,3,60065.78,Excellent,Rejected
CUST01590,44,Male,Bangalore,Self-Employed,2478669,1212586,Home Loan,830,14,7217.77,Good,Approved
CUST00220,47,Female,Lucknow,Freelancer,260545,827635,Car Loan,358,19,3629.98,Excellent,Defaulted
CUST00642,48,Female,Hyderabad,Salaried,2469070,1960217,Car Loan,590,18,9075.08,,Defaulted
CUST00002,50,Male,Jaipur,,1701681,2688439,Home Loan,301,4,56009.15,Missed,Defaulted
CUST00113,48,Male,Chennai,Business Owner,365575,515590,Business Loan,387,14,3068.99,Missed,Defaulted
CUST00699,61,Female,Delhi,Business Owner,421373,4202567,Business Loan,547,17,20600.82,Excellent,Defaulted
CUST01956,22,Female,Chennai,Salaried,,872564,Personal Loan,513,8,9089.21,Delayed,Rejected
CUST00952,35,Female,Hyderabad,Salaried,1199430,3585647,Personal Loan,325,8,37350.49,Excellent,Defaulted
CUST01649,36,Male,Jaipur,Self-Employed,683779,4642087,Education Loan,343,3,128946.86,Excellent,Defaulted
CUST01637,46,Female,Bangalore,Salaried,2021573,3219562,Education Loan,460,10,26829.68,Missed,Defaulted
CUST01785,55,Female,Lucknow,Business Owner,1333754,167769,Car Loan,501,13,1075.44,Delayed,Rejected
CUST01411,36,Female,Bangalore,Self-Employed,879892,4347084,Personal Loan,635,13,27865.92,Excellent,Rejected
CUST01410,30,Male,Chennai,Business Owner,481854,4074919,Home Loan,634,19,17872.45,Excellent,Defaulted
CUST01534,33,Male,Hyderabad,Freelancer,2256501,3917239,Education Loan,674,8,40804.57,Good,Approved
CUST01292,46,Male,Bangalore,Self-Employed,229336,1454962,Home Loan,694,13,9326.68,Missed,Defaulted
CUST01847,26,Female,Ahmedabad,Self-Employed,2363349,299264,Home Loan,483,13,1918.36,Delayed,Defaulted
CUST00442,31,Female,Jaipur,Salaried,1626445,400679,Education Loan,367,1,33389.92,Excellent,Defaulted
CUST01521,63,Male,Hyderabad,Self-Employed,1402060,1927779,Personal Loan,695,10,16064.82,Missed,Defaulted
CUST01137,53,Female,Bangalore,Freelancer,1783214,1474473,Education Loan,859,16,7679.55,Excellent,Approved
CUST01716,32,Female,Chennai,Freelancer,453091,1639426,Business Loan,374,16,8538.68,Missed,Defaulted
CUST01257,23,Female,Hyderabad,Salaried,364074,2261130,Personal Loan,619,5,37685.5,Excellent,Defaulted
CUST01903,43,Male,Chennai,Salaried,1333183,494874,Business Loan,840,8,5154.94,Missed,Defaulted
CUST01632,39,Female,Mumbai,Freelancer,784010,3693488,Business Loan,338,10,30779.07,Excellent,Defaulted
CUST01696,54,Female,Delhi,Salaried,,4696386,Business Loan,311,11,35578.68,Good,Defaulted
CUST01398,26,Female,Chennai,Business Owner,624528,1966796,Education Loan,357,1,163899.67,Good,Defaulted
CUST00664,32,Male,Bangalore,Salaried,2229450,4117784,Education Loan,348,11,31195.33,Good,Defaulted
CUST01874,58,Female,Jaipur,Business Owner,1190121,3941865,Car Loan,675,17,19322.87,Missed,Defaulted
CUST01258,64,Female,Hyderabad,Freelancer,2239096,1257739,Home Loan,481,2,52405.79,Delayed,Defaulted
CUST01811,58,Male,Lucknow,Salaried,1542501,4574105,Car Loan,662,7,54453.63,Delayed,Rejected
CUST01701,34,Female,Bangalore,Freelancer,480833,804981,Business Loan,740,5,13416.35,Excellent,Rejected
CUST00318,52,Male,Ahmedabad,,2118596,1082499,Business Loan,426,1,90208.25,Delayed,Defaulted
CUST00649,50,Female,Pune,Salaried,1726534,1135610,Home Loan,509,17,5566.72,Good,Rejected
CUST01435,24,Female,Lucknow,Business Owner,2165730,2678973,Business Loan,743,3,74415.92,Delayed,Approved
CUST01480,29,Female,Jaipur,Salaried,391387,840671,Business Loan,743,10,7005.59,Excellent,Rejected
CUST00710,22,Female,Lucknow,Freelancer,494746,3859395,Business Loan,383,4,80404.06,Good,Defaulted
CUST01383,34,Female,Ahmedabad,Business Owner,585893,4689148,Car Loan,663,1,390762.33,Missed,Defaulted
CUST01283,55,Female,Delhi,Self-Employed,2037753,4501116,Car Loan,422,17,22064.29,Excellent,Defaulted
CUST01769,54,Female,Kolkata,Self-Employed,572397,3461097,Car Loan,355,9,32047.19,Excellent,Defaulted
CUST00973,23,Male,Delhi,Salaried,707365,2720492,Education Loan,628,16,14169.23,Excellent,Rejected
CUST00628,59,Male,Lucknow,Freelancer,221253,2086503,Education Loan,396,17,10227.96,Missed,Defaulted
CUST00633,49,Male,Delhi,Self-Employed,1058379,2459409,Business Loan,850,6,34158.46,Delayed,Approved
CUST01307,38,Female,Bangalore,Salaried,978883,4458608,Business Loan,450,5,74310.13,Missed,Defaulted
CUST01401,24,Male,Hyderabad,Business Owner,2455915,3135945,Personal Loan,414,8,32666.09,Missed,Defaulted
CUST01409,36,Female,Delhi,Self-Employed,892137,399115,Business Loan,418,1,33259.58,Missed,Defaulted
CUST01249,55,Female,Delhi,Freelancer,1048923,2249318,Car Loan,324,18,10413.51,Delayed,Defaulted
CUST01993,26,Female,Mumbai,Freelancer,2242754,2168736,Home Loan,308,3,60242.67,Good,Defaulted
CUST01255,42,Female,Jaipur,Self-Employed,1833812,3246699,Business Loan,,18,15031.01,Missed,Defaulted
CUST01497,61,Male,Hyderabad,Business Owner,347745,2148729,Home Loan,476,10,17906.08,Missed,Defaulted
CUST01372,46,Male,Lucknow,Freelancer,1302686,342007,Personal Loan,740,12,2375.05,Missed,Defaulted
CUST01530,23,Male,Pune,Freelancer,427189,1565509,Home Loan,532,5,26091.82,Good,Rejected
CUST01664,34,Male,Bangalore,Self-Employed,1405565,2452114,Education Loan,589,19,10754.89,Delayed,Rejected
CUST01355,38,Female,Kolkata,Business Owner,1758426,1637542,Car Loan,505,16,8528.86,Delayed,Rejected
CUST01966,42,Male,Pune,Salaried,1906826,2035404,Home Loan,501,14,12115.5,Excellent,Rejected
CUST01941,32,Male,Kolkata,Self-Employed,1947378,3708997,Business Loan,598,4,77270.77,Excellent,Rejected
CUST01644,24,Female,Delhi,Self-Employed,1857888,1366303,Home Loan,857,18,6325.48,Excellent,Approved
CUST01888,64,Male,Jaipur,Salaried,1202429,3985388,Car Loan,569,9,36901.74,Good,Rejected
CUST00796,47,Male,Jaipur,Business Owner,1052746,2885743,Education Loan,306,18,13359.92,Delayed,Defaulted
CUST00646,41,Female,Bangalore,Salaried,1071877,3157548,Home Loan,785,14,18794.93,Excellent,Approved
CUST01013,50,Female,Bangalore,Self-Employed,1071808,1591019,Education Loan,485,13,10198.84,Good,Defaulted
CUST01878,33,Male,Pune,Self-Employed,1277921,1810143,Car Loan,872,11,13713.2,Delayed,Rejected
CUST00557,59,Female,Jaipur,Freelancer,2159310,3970367,Home Loan,369,10,33086.39,Missed,Defaulted
CUST00682,26,Male,Delhi,Business Owner,419780,1353306,Personal Loan,824,16,7048.47,Good,Approved
CUST00578,27,Female,Pune,Freelancer,1408948,563953,Home Loan,538,6,7832.68,Missed,Defaulted
CUST01820,60,Male,Lucknow,Business Owner,975107,2491559,Car Loan,433,19,10927.89,Missed,Defaulted
CUST01110,22,Male,Pune,Salaried,2308542,1574631,Car Loan,722,15,8747.95,Delayed,Approved
CUST01267,57,Male,Mumbai,Salaried,2053207,1161288,Business Loan,702,7,13824.86,Excellent,Approved
